scenario,job_id,job_type,is_critical,server_id,start_slot,end_slot,start_time,end_time,duration_hours
base,122,batch,0,14,69,85,17:15,21:15,4.0
base,123,batch,0,13,69,85,17:15,21:15,4.0
base,124,batch,0,1,68,89,17:00,22:15,5.25
base,125,batch,0,5,70,85,17:30,21:15,3.75
base,126,interactive,1,6,66,68,16:30,17:00,0.5
base,126,interactive,1,22,66,68,16:30,17:00,0.5
base,127,batch,0,10,69,89,17:15,22:15,5.0
base,128,interactive,0,6,67,68,16:45,17:00,0.25
base,129,batch,1,6,70,87,17:30,21:45,4.25
base,129,batch,1,8,70,87,17:30,21:45,4.25
base,130,batch,0,1,70,86,17:30,21:30,4.0
base,131,batch,1,6,70,86,17:30,21:30,4.0
base,131,batch,1,22,70,86,17:30,21:30,4.0
base,132,interactive,1,1,67,68,16:45,17:00,0.25
base,132,interactive,1,22,67,68,16:45,17:00,0.25
base,133,batch,1,16,73,96,18:15,24:00,5.75
base,133,batch,1,24,73,96,18:15,24:00,5.75
base,134,batch,0,24,74,96,18:30,24:00,5.5
base,135,batch,0,6,69,87,17:15,21:45,4.5
base,136,batch,1,16,74,96,18:30,24:00,5.5
base,136,batch,1,24,74,96,18:30,24:00,5.5
base,137,batch,0,37,73,89,18:15,22:15,4.0
base,138,batch,1,3,73,96,18:15,24:00,5.75
base,138,batch,1,12,73,96,18:15,24:00,5.75
base,139,batch,1,8,70,88,17:30,22:00,4.5
base,139,batch,1,17,74,92,18:30,23:00,4.5
base,140,interactive,1,5,70,71,17:30,17:45,0.25
base,140,interactive,1,14,70,71,17:30,17:45,0.25
base,141,batch,1,16,75,96,18:45,24:00,5.25
base,141,batch,1,24,75,96,18:45,24:00,5.25
base,142,batch,1,12,74,96,18:30,24:00,5.5
base,142,batch,1,16,74,96,18:30,24:00,5.5
base,143,batch,0,2,73,88,18:15,22:00,3.75
base,144,batch,0,27,75,96,18:45,24:00,5.25
base,145,batch,0,16,74,96,18:30,24:00,5.5
base,146,batch,1,26,76,94,19:00,23:30,4.5
base,146,batch,1,29,76,94,19:00,23:30,4.5
base,147,interactive,0,13,72,73,18:00,18:15,0.25
base,148,interactive,1,5,72,74,18:00,18:30,0.5
base,148,interactive,1,14,72,74,18:00,18:30,0.5
base,149,batch,0,4,76,92,19:00,23:00,4.0
base,150,interactive,1,5,72,74,18:00,18:30,0.5
base,150,interactive,1,14,72,74,18:00,18:30,0.5
base,151,batch,0,31,76,93,19:00,23:15,4.25
base,152,interactive,0,13,74,75,18:30,18:45,0.25
base,153,interactive,0,14,74,75,18:30,18:45,0.25
base,154,interactive,0,14,76,77,19:00,19:15,0.25
base,155,interactive,1,5,75,76,18:45,19:00,0.25
base,155,interactive,1,14,75,76,18:45,19:00,0.25
base,156,interactive,1,5,77,78,19:15,19:30,0.25
base,156,interactive,1,14,77,78,19:15,19:30,0.25
base,157,batch,1,0,77,96,19:15,24:00,4.75
base,157,batch,1,19,77,96,19:15,24:00,4.75
base,158,batch,0,18,79,96,19:45,24:00,4.25
base,159,interactive,1,5,81,83,20:15,20:45,0.5
base,159,interactive,1,14,81,83,20:15,20:45,0.5
base,160,interactive,1,13,81,83,20:15,20:45,0.5
base,160,interactive,1,14,81,83,20:15,20:45,0.5
base,161,interactive,1,5,83,85,20:45,21:15,0.5
base,161,interactive,1,14,83,85,20:45,21:15,0.5
base,162,interactive,0,38,82,83,20:30,20:45,0.25
base,163,batch,0,38,83,96,20:45,24:00,3.25
base,164,interactive,0,14,82,83,20:30,20:45,0.25
base,165,interactive,0,14,83,84,20:45,21:00,0.25
base,166,interactive,1,5,84,85,21:00,21:15,0.25
base,166,interactive,1,14,84,85,21:00,21:15,0.25
base,167,interactive,0,5,84,85,21:00,21:15,0.25
base,168,interactive,0,6,85,86,21:15,21:30,0.25
base,169,interactive,1,2,85,86,21:15,21:30,0.25
base,169,interactive,1,6,85,86,21:15,21:30,0.25
base,170,interactive,0,37,92,93,23:00,23:15,0.25
base,171,interactive,0,37,95,96,23:45,24:00,0.25
high_demand_25pct,0,batch,0,19,0,18,00:00,04:30,4.5
high_demand_25pct,1,interactive,1,3,0,1,00:00,00:15,0.25
high_demand_25pct,1,interactive,1,19,0,1,00:00,00:15,0.25
high_demand_25pct,2,batch,0,1,0,14,00:00,03:30,3.5
high_demand_25pct,3,batch,0,6,0,19,00:00,04:45,4.75
high_demand_25pct,4,batch,0,22,2,14,00:30,03:30,3.0
high_demand_25pct,5,batch,0,24,4,19,01:00,04:45,3.75
high_demand_25pct,6,interactive,0,37,4,5,01:00,01:15,0.25
high_demand_25pct,7,batch,1,16,4,22,01:00,05:30,4.5
high_demand_25pct,7,batch,1,18,4,22,01:00,05:30,4.5
high_demand_25pct,8,interactive,0,37,6,7,01:30,01:45,0.25
high_demand_25pct,9,interactive,1,3,6,7,01:30,01:45,0.25
high_demand_25pct,9,interactive,1,12,6,7,01:30,01:45,0.25
high_demand_25pct,10,batch,0,8,5,22,01:15,05:30,4.25
high_demand_25pct,11,interactive,0,37,8,9,02:00,02:15,0.25
high_demand_25pct,12,interactive,0,37,9,10,02:15,02:30,0.25
high_demand_25pct,13,interactive,1,3,11,12,02:45,03:00,0.25
high_demand_25pct,13,interactive,1,19,11,12,02:45,03:00,0.25
high_demand_25pct,14,interactive,1,3,10,11,02:30,02:45,0.25
high_demand_25pct,14,interactive,1,19,10,11,02:30,02:45,0.25
high_demand_25pct,15,interactive,0,37,10,11,02:30,02:45,0.25
high_demand_25pct,16,batch,0,27,13,27,03:15,06:45,3.5
high_demand_25pct,17,interactive,1,3,11,12,02:45,03:00,0.25
high_demand_25pct,17,interactive,1,19,11,12,02:45,03:00,0.25
high_demand_25pct,18,batch,0,29,12,23,03:00,05:45,2.75
high_demand_25pct,19,batch,0,12,10,27,02:30,06:45,4.25
high_demand_25pct,20,batch,0,37,11,28,02:45,07:00,4.25
high_demand_25pct,21,batch,0,3,11,30,02:45,07:30,4.75
high_demand_25pct,22,interactive,0,38,13,14,03:15,03:30,0.25
high_demand_25pct,23,interactive,1,0,13,15,03:15,03:45,0.5
high_demand_25pct,23,interactive,1,29,13,15,03:15,03:45,0.5
high_demand_25pct,24,batch,0,0,13,31,03:15,07:45,4.5
high_demand_25pct,25,batch,0,1,14,33,03:30,08:15,4.75
high_demand_25pct,26,batch,1,1,13,30,03:15,07:30,4.25
high_demand_25pct,26,batch,1,8,13,30,03:15,07:30,4.25
high_demand_25pct,27,interactive,1,0,14,16,03:30,04:00,0.5
high_demand_25pct,27,interactive,1,29,14,16,03:30,04:00,0.5
high_demand_25pct,28,interactive,0,38,14,15,03:30,03:45,0.25
high_demand_25pct,29,interactive,0,29,15,16,03:45,04:00,0.25
high_demand_25pct,30,interactive,0,31,15,16,03:45,04:00,0.25
high_demand_25pct,31,interactive,1,29,15,17,03:45,04:15,0.5
high_demand_25pct,31,interactive,1,31,15,17,03:45,04:15,0.5
high_demand_25pct,32,interactive,1,29,15,16,03:45,04:00,0.25
high_demand_25pct,32,interactive,1,31,15,16,03:45,04:00,0.25
high_demand_25pct,33,interactive,1,17,15,16,03:45,04:00,0.25
high_demand_25pct,33,interactive,1,22,15,16,03:45,04:00,0.25
high_demand_25pct,34,batch,0,31,15,32,03:45,08:00,4.25
high_demand_25pct,35,batch,0,22,16,29,04:00,07:15,3.25
high_demand_25pct,36,interactive,0,31,16,17,04:00,04:15,0.25
high_demand_25pct,37,batch,0,38,15,29,03:45,07:15,3.5
high_demand_25pct,38,batch,1,6,19,37,04:45,09:15,4.5
high_demand_25pct,38,batch,1,17,16,34,04:00,08:30,4.5
high_demand_25pct,39,batch,1,19,18,35,04:30,08:45,4.25
high_demand_25pct,39,batch,1,24,19,36,04:45,09:00,4.25
high_demand_25pct,40,batch,0,16,22,41,05:30,10:15,4.75
high_demand_25pct,41,interactive,1,29,17,18,04:15,04:30,0.25
high_demand_25pct,41,interactive,1,31,17,18,04:15,04:30,0.25
high_demand_25pct,42,batch,0,26,19,34,04:45,08:30,3.75
high_demand_25pct,43,batch,0,18,22,39,05:30,09:45,4.25
high_demand_25pct,44,interactive,0,31,19,20,04:45,05:00,0.25
high_demand_25pct,45,interactive,1,26,20,22,05:00,05:30,0.5
high_demand_25pct,45,interactive,1,31,20,22,05:00,05:30,0.5
high_demand_25pct,46,batch,0,8,22,37,05:30,09:15,3.75
high_demand_25pct,47,batch,1,19,19,34,04:45,08:30,3.75
high_demand_25pct,47,batch,1,29,19,34,04:45,08:30,3.75
high_demand_25pct,48,interactive,1,26,19,21,04:45,05:15,0.5
high_demand_25pct,48,interactive,1,31,19,21,04:45,05:15,0.5
high_demand_25pct,49,interactive,1,26,21,23,05:15,05:45,0.5
high_demand_25pct,49,interactive,1,31,21,23,05:15,05:45,0.5
high_demand_25pct,50,batch,1,17,21,33,05:15,08:15,3.0
high_demand_25pct,50,batch,1,27,21,33,05:15,08:15,3.0
high_demand_25pct,51,batch,0,35,21,34,05:15,08:30,3.25
high_demand_25pct,52,interactive,1,29,23,25,05:45,06:15,0.5
high_demand_25pct,52,interactive,1,31,23,25,05:45,06:15,0.5
high_demand_25pct,53,interactive,1,29,23,25,05:45,06:15,0.5
high_demand_25pct,53,interactive,1,31,23,25,05:45,06:15,0.5
high_demand_25pct,54,batch,1,12,27,44,06:45,11:00,4.25
high_demand_25pct,54,batch,1,27,27,44,06:45,11:00,4.25
high_demand_25pct,55,interactive,1,29,24,26,06:00,06:30,0.5
high_demand_25pct,55,interactive,1,31,24,26,06:00,06:30,0.5
high_demand_25pct,56,batch,0,29,23,36,05:45,09:00,3.25
high_demand_25pct,57,batch,1,12,23,39,05:45,09:45,4.0
high_demand_25pct,57,batch,1,27,23,39,05:45,09:45,4.0
high_demand_25pct,58,interactive,0,31,25,26,06:15,06:30,0.25
high_demand_25pct,59,batch,0,22,29,47,07:15,11:45,4.5
high_demand_25pct,60,batch,0,38,29,46,07:15,11:30,4.25
high_demand_25pct,61,interactive,0,31,26,27,06:30,06:45,0.25
high_demand_25pct,62,batch,0,3,25,40,06:15,10:00,3.75
high_demand_25pct,63,interactive,0,31,27,28,06:45,07:00,0.25
high_demand_25pct,64,batch,0,3,30,45,07:30,11:15,3.75
high_demand_25pct,65,interactive,0,31,29,30,07:15,07:30,0.25
high_demand_25pct,66,interactive,0,31,30,31,07:30,07:45,0.25
high_demand_25pct,67,interactive,1,26,30,31,07:30,07:45,0.25
high_demand_25pct,67,interactive,1,31,30,31,07:30,07:45,0.25
high_demand_25pct,68,interactive,1,26,30,31,07:30,07:45,0.25
high_demand_25pct,68,interactive,1,31,30,31,07:30,07:45,0.25
high_demand_25pct,69,batch,0,1,33,50,08:15,12:30,4.25
high_demand_25pct,70,interactive,1,26,31,33,07:45,08:15,0.5
high_demand_25pct,70,interactive,1,29,31,33,07:45,08:15,0.5
high_demand_25pct,71,interactive,0,31,31,32,07:45,08:00,0.25
high_demand_25pct,72,interactive,0,26,32,33,08:00,08:15,0.25
high_demand_25pct,73,batch,0,8,37,53,09:15,13:15,4.0
high_demand_25pct,74,interactive,1,27,34,36,08:30,09:00,0.5
high_demand_25pct,74,interactive,1,29,34,36,08:30,09:00,0.5
high_demand_25pct,75,interactive,0,29,34,35,08:30,08:45,0.25
high_demand_25pct,76,interactive,0,29,35,36,08:45,09:00,0.25
high_demand_25pct,77,batch,0,6,37,52,09:15,13:00,3.75
high_demand_25pct,78,batch,0,24,36,53,09:00,13:15,4.25
high_demand_25pct,79,batch,0,18,39,61,09:45,15:15,5.5
high_demand_25pct,80,interactive,1,12,40,42,10:00,10:30,0.5
high_demand_25pct,80,interactive,1,27,40,42,10:00,10:30,0.5
high_demand_25pct,81,batch,0,18,41,61,10:15,15:15,5.0
high_demand_25pct,82,interactive,0,3,43,44,10:45,11:00,0.25
high_demand_25pct,83,interactive,0,3,41,42,10:15,10:30,0.25
high_demand_25pct,84,interactive,0,3,42,43,10:30,10:45,0.25
high_demand_25pct,85,batch,0,16,42,56,10:30,14:00,3.5
high_demand_25pct,86,batch,1,12,42,62,10:30,15:30,5.0
high_demand_25pct,86,batch,1,27,42,62,10:30,15:30,5.0
high_demand_25pct,87,interactive,1,12,43,45,10:45,11:15,0.5
high_demand_25pct,87,interactive,1,27,43,45,10:45,11:15,0.5
high_demand_25pct,88,batch,0,1,49,66,12:15,16:30,4.25
high_demand_25pct,89,interactive,0,27,45,46,11:15,11:30,0.25
high_demand_25pct,90,batch,1,3,45,62,11:15,15:30,4.25
high_demand_25pct,90,batch,1,12,45,62,11:15,15:30,4.25
high_demand_25pct,91,batch,1,6,50,70,12:30,17:30,5.0
high_demand_25pct,91,batch,1,8,50,70,12:30,17:30,5.0
high_demand_25pct,92,interactive,1,12,46,48,11:30,12:00,0.5
high_demand_25pct,92,interactive,1,27,46,48,11:30,12:00,0.5
high_demand_25pct,93,interactive,1,12,46,48,11:30,12:00,0.5
high_demand_25pct,93,interactive,1,27,46,48,11:30,12:00,0.5
high_demand_25pct,94,interactive,0,38,46,47,11:30,11:45,0.25
high_demand_25pct,95,batch,1,22,50,66,12:30,16:30,4.0
high_demand_25pct,95,batch,1,27,46,62,11:30,15:30,4.0
high_demand_25pct,96,batch,1,6,50,68,12:30,17:00,4.5
high_demand_25pct,96,batch,1,22,50,68,12:30,17:00,4.5
high_demand_25pct,97,interactive,1,12,48,50,12:00,12:30,0.5
high_demand_25pct,97,interactive,1,27,48,50,12:00,12:30,0.5
high_demand_25pct,98,batch,0,1,50,67,12:30,16:45,4.25
high_demand_25pct,99,batch,0,24,53,71,13:15,17:45,4.5
high_demand_25pct,100,interactive,0,38,48,49,12:00,12:15,0.25
high_demand_25pct,101,batch,1,6,52,69,13:00,17:15,4.25
high_demand_25pct,101,batch,1,8,53,70,13:15,17:30,4.25
high_demand_25pct,102,batch,0,24,54,71,13:30,17:45,4.25
high_demand_25pct,103,batch,0,38,49,65,12:15,16:15,4.0
high_demand_25pct,104,interactive,1,12,53,55,13:15,13:45,0.5
high_demand_25pct,104,interactive,1,27,53,55,13:15,13:45,0.5
high_demand_25pct,105,batch,0,10,57,69,14:15,17:15,3.0
high_demand_25pct,106,interactive,0,27,54,55,13:30,13:45,0.25
high_demand_25pct,107,interactive,0,27,55,56,13:45,14:00,0.25
high_demand_25pct,108,batch,0,17,60,74,15:00,18:30,3.5
high_demand_25pct,109,interactive,0,27,56,57,14:00,14:15,0.25
high_demand_25pct,110,interactive,1,12,56,58,14:00,14:30,0.5
high_demand_25pct,110,interactive,1,27,56,58,14:00,14:30,0.5
high_demand_25pct,111,interactive,0,27,57,58,14:15,14:30,0.25
high_demand_25pct,112,batch,1,0,59,77,14:45,19:15,4.5
high_demand_25pct,112,batch,1,16,56,74,14:00,18:30,4.5
high_demand_25pct,113,batch,1,18,61,79,15:15,19:45,4.5
high_demand_25pct,113,batch,1,19,59,77,14:45,19:15,4.5
high_demand_25pct,114,interactive,1,12,58,59,14:30,14:45,0.25
high_demand_25pct,114,interactive,1,27,58,59,14:30,14:45,0.25
high_demand_25pct,115,interactive,0,27,58,59,14:30,14:45,0.25
high_demand_25pct,116,interactive,1,12,59,60,14:45,15:00,0.25
high_demand_25pct,116,interactive,1,27,59,60,14:45,15:00,0.25
high_demand_25pct,117,batch,0,38,65,81,16:15,20:15,4.0
high_demand_25pct,118,interactive,0,27,61,62,15:15,15:30,0.25
high_demand_25pct,119,interactive,1,6,65,67,16:15,16:45,0.5
high_demand_25pct,119,interactive,1,22,65,67,16:15,16:45,0.5
high_demand_25pct,120,interactive,1,1,64,65,16:00,16:15,0.25
high_demand_25pct,120,interactive,1,6,65,66,16:15,16:30,0.25
high_demand_25pct,121,batch,0,22,68,88,17:00,22:00,5.0
high_demand_25pct,122,batch,0,14,69,85,17:15,21:15,4.0
high_demand_25pct,123,batch,0,13,69,85,17:15,21:15,4.0
high_demand_25pct,124,batch,0,1,68,89,17:00,22:15,5.25
high_demand_25pct,125,batch,0,5,70,85,17:30,21:15,3.75
high_demand_25pct,126,interactive,1,6,66,68,16:30,17:00,0.5
high_demand_25pct,126,interactive,1,22,66,68,16:30,17:00,0.5
high_demand_25pct,127,batch,0,10,69,89,17:15,22:15,5.0
high_demand_25pct,128,interactive,0,6,67,68,16:45,17:00,0.25
high_demand_25pct,129,batch,1,6,70,87,17:30,21:45,4.25
high_demand_25pct,129,batch,1,8,70,87,17:30,21:45,4.25
high_demand_25pct,130,batch,0,1,70,86,17:30,21:30,4.0
high_demand_25pct,131,batch,1,6,70,86,17:30,21:30,4.0
high_demand_25pct,131,batch,1,22,70,86,17:30,21:30,4.0
high_demand_25pct,132,interactive,1,1,67,68,16:45,17:00,0.25
high_demand_25pct,132,interactive,1,22,67,68,16:45,17:00,0.25
high_demand_25pct,133,batch,1,16,73,96,18:15,24:00,5.75
high_demand_25pct,133,batch,1,24,73,96,18:15,24:00,5.75
high_demand_25pct,134,batch,0,24,74,96,18:30,24:00,5.5
high_demand_25pct,135,batch,0,6,69,87,17:15,21:45,4.5
high_demand_25pct,136,batch,1,16,74,96,18:30,24:00,5.5
high_demand_25pct,136,batch,1,24,74,96,18:30,24:00,5.5
high_demand_25pct,137,batch,0,37,73,89,18:15,22:15,4.0
high_demand_25pct,138,batch,1,3,73,96,18:15,24:00,5.75
high_demand_25pct,138,batch,1,12,73,96,18:15,24:00,5.75
high_demand_25pct,139,batch,1,8,70,88,17:30,22:00,4.5
high_demand_25pct,139,batch,1,17,74,92,18:30,23:00,4.5
high_demand_25pct,140,interactive,1,5,70,71,17:30,17:45,0.25
high_demand_25pct,140,interactive,1,14,70,71,17:30,17:45,0.25
high_demand_25pct,141,batch,1,16,75,96,18:45,24:00,5.25
high_demand_25pct,141,batch,1,24,75,96,18:45,24:00,5.25
high_demand_25pct,142,batch,1,12,74,96,18:30,24:00,5.5
high_demand_25pct,142,batch,1,16,74,96,18:30,24:00,5.5
high_demand_25pct,143,batch,0,2,73,88,18:15,22:00,3.75
high_demand_25pct,144,batch,0,27,75,96,18:45,24:00,5.25
high_demand_25pct,145,batch,0,16,74,96,18:30,24:00,5.5
high_demand_25pct,146,batch,1,26,76,94,19:00,23:30,4.5
high_demand_25pct,146,batch,1,29,76,94,19:00,23:30,4.5
high_demand_25pct,147,interactive,0,13,72,73,18:00,18:15,0.25
high_demand_25pct,148,interactive,1,5,72,74,18:00,18:30,0.5
