scenario,job_id,job_type,is_critical,server_id,start_slot,end_slot,start_time,end_time,duration_hours
base,122,batch,0,14,69,85,17:15,21:15,4.0
base,123,batch,0,13,69,85,17:15,21:15,4.0
base,124,batch,0,1,68,89,17:00,22:15,5.25
base,125,batch,0,5,70,85,17:30,21:15,3.75
base,126,interactive,1,6,66,68,16:30,17:00,0.5
base,126,interactive,1,22,66,68,16:30,17:00,0.5
base,127,batch,0,10,69,89,17:15,22:15,5.0
base,128,interactive,0,6,67,68,16:45,17:00,0.25
base,129,batch,1,6,70,87,17:30,21:45,4.25
base,129,batch,1,8,70,87,17:30,21:45,4.25
base,130,batch,0,1,70,86,17:30,21:30,4.0
base,131,batch,1,6,70,86,17:30,21:30,4.0
base,131,batch,1,22,70,86,17:30,21:30,4.0
base,132,interactive,1,1,67,68,16:45,17:00,0.25
base,132,interactive,1,22,67,68,16:45,17:00,0.25
base,133,batch,1,16,73,96,18:15,24:00,5.75
base,133,batch,1,24,73,96,18:15,24:00,5.75
base,134,batch,0,24,74,96,18:30,24:00,5.5
base,135,batch,0,6,69,87,17:15,21:45,4.5
base,136,batch,1,16,74,96,18:30,24:00,5.5
base,136,batch,1,24,74,96,18:30,24:00,5.5
base,137,batch,0,37,73,89,18:15,22:15,4.0
base,138,batch,1,3,73,96,18:15,24:00,5.75
base,138,batch,1,12,73,96,18:15,24:00,5.75
base,139,batch,1,8,70,88,17:30,22:00,4.5
base,139,batch,1,17,74,92,18:30,23:00,4.5
base,140,interactive,1,5,70,71,17:30,17:45,0.25
base,140,interactive,1,14,70,71,17:30,17:45,0.25
base,141,batch,1,16,75,96,18:45,24:00,5.25
base,141,batch,1,24,75,96,18:45,24:00,5.25
base,142,batch,1,12,74,96,18:30,24:00,5.5
base,142,batch,1,16,74,96,18:30,24:00,5.5
base,143,batch,0,2,73,88,18:15,22:00,3.75
base,144,batch,0,27,75,96,18:45,24:00,5.25
base,145,batch,0,16,74,96,18:30,24:00,5.5
base,146,batch,1,26,76,94,19:00,23:30,4.5
base,146,batch,1,29,76,94,19:00,23:30,4.5
base,147,interactive,0,13,72,73,18:00,18:15,0.25
base,148,interactive,1,5,72,74,18:00,18:30,0.5
base,148,interactive,1,14,72,74,18:00,18:30,0.5
base,149,batch,0,4,76,92,19:00,23:00,4.0
base,150,interactive,1,5,72,74,18:00,18:30,0.5
base,150,interactive,1,14,72,74,18:00,18:30,0.5
base,151,batch,0,31,76,93,19:00,23:15,4.25
base,152,interactive,0,13,74,75,18:30,18:45,0.25
base,153,interactive,0,14,74,75,18:30,18:45,0.25
base,154,interactive,0,14,76,77,19:00,19:15,0.25
base,155,interactive,1,5,75,76,18:45,19:00,0.25
base,155,interactive,1,14,75,76,18:45,19:00,0.25
base,156,interactive,1,5,77,78,19:15,19:30,0.25
base,156,interactive,1,14,77,78,19:15,19:30,0.25
base,157,batch,1,0,77,96,19:15,24:00,4.75
base,157,batch,1,19,77,96,19:15,24:00,4.75
base,158,batch,0,18,79,96,19:45,24:00,4.25
base,159,interactive,1,5,81,83,20:15,20:45,0.5
base,159,interactive,1,14,81,83,20:15,20:45,0.5
base,160,interactive,1,13,81,83,20:15,20:45,0.5
base,160,interactive,1,14,81,83,20:15,20:45,0.5
base,161,interactive,1,5,83,85,20:45,21:15,0.5
base,161,interactive,1,14,83,85,20:45,21:15,0.5
base,162,interactive,0,38,82,83,20:30,20:45,0.25
base,163,batch,0,38,83,96,20:45,24:00,3.25
base,164,interactive,0,14,82,83,20:30,20:45,0.25
base,165,interactive,0,14,83,84,20:45,21:00,0.25
base,166,interactive,1,5,84,85,21:00,21:15,0.25
base,166,interactive,1,14,84,85,21:00,21:15,0.25
base,167,interactive,0,5,84,85,21:00,21:15,0.25
base,168,interactive,0,6,85,86,21:15,21:30,0.25
base,169,interactive,1,2,85,86,21:15,21:30,0.25
base,169,interactive,1,6,85,86,21:15,21:30,0.25
base,170,interactive,0,37,92,93,23:00,23:15,0.25
base,171,interactive,0,37,95,96,23:45,24:00,0.25
